jurisdiction_name,jurisdiction_code,law_name,statute_citation,section_reference,category,subcategory,description,conditions,notes,extraction_date
Indiana,US-IN,Indiana Access to Public Records Act (APRA),Citation not found,See statute,Request Process,"**Agency Actions:**
- Date-stamp request upon receipt
- Assign to appropriate custodian
- Begin reas","**Agency Actions:**
- Date-stamp request upon receipt
- Assign to appropriate custodian
- Begin reasonable time assessment
- Acknowledge receipt if agency policy requires","**Agency Actions:**
- Date-stamp request upon receipt
- Assign to appropriate custodian
- Begin reasonable time assessment
- Acknowledge receipt if agency policy requires",Extracted from Phase 1: Request Submission,2025-09-26T13:52:18.303632
Indiana,US-IN,Indiana Access to Public Records Act (APRA),Citation not found,See statute,Request Process,"### Phase 2: Processing
**Agency Actions:**
- Locate responsive records across departments
- Review ","### Phase 2: Processing
**Agency Actions:**
- Locate responsive records across departments
- Review records for applicable exemptions under IC 5-14-3-4
- Separate public records from exempt records
- Calculate reasonable fees for copying and processing",No specific conditions stated,Extracted from Phase 2: Processing,2025-09-26T13:52:18.303661
Indiana,US-IN,Indiana Access to Public Records Act (APRA),Citation not found,See statute,Request Process,"**Timeline Management:**
- Assess complexity and determine reasonable response time
- Communicate wi","**Timeline Management:**
- Assess complexity and determine reasonable response time
- Communicate with requester about expected timeline
- Provide status updates for complex requests",No specific conditions stated,Extracted from Phase 2: Processing,2025-09-26T13:52:18.303662
Indiana,US-IN,Indiana Access to Public Records Act (APRA),Citation not found,See statute,Response Timeline,"### Phase 3: Response
**Agency Must Provide:**
- Access to public records for inspection
- Copies of","### Phase 3: Response
**Agency Must Provide:**
- Access to public records for inspection
- Copies of records upon payment of reasonable fees
- Written denial with specific exemption cited under IC 5-14-3-4(b)
- Clear explanation for any delays or partial responses","### Phase 3: Response
**Agency Must Provide:**
- Access to public records for inspection
- Copies of records upon payment of reasonable fees
- Written denial with specific exemption cited under IC 5-14-3-4(b)
- Clear explanation for any delays or partial responses",Extracted from Phase 3: Response,2025-09-26T13:52:18.303677
Indiana,US-IN,Indiana Access to Public Records Act (APRA),Citation not found,See statute,Appeal Rights,"### Phase 5: Legal Enforcement
**Court Action:**","### Phase 5: Legal Enforcement
**Court Action:**",No specific conditions stated,Extracted from Phase 5: Legal Enforcement,2025-09-26T13:52:18.303696
Indiana,US-IN,Indiana Access to Public Records Act (APRA),Citation not found,See statute,Appeal Rights,: Indiana circuit or superior court,: Indiana circuit or superior court,No specific conditions stated,Extracted from Phase 5: Legal Enforcement,2025-09-26T13:52:18.303701
Indiana,US-IN,Indiana Access to Public Records Act (APRA),Citation not found,See statute,Appeal Rights,: Recent cases showing court willingness to enforce APRA,: Recent cases showing court willingness to enforce APRA,No specific conditions stated,Extracted from Phase 5: Legal Enforcement,2025-09-26T13:52:18.303707
Indiana,US-IN,Indiana Access to Public Records Act (APRA),Citation not found,See statute,Appeal Rights,": Mandamus, injunctive relief, potential attorney fees",": Mandamus, injunctive relief, potential attorney fees",No specific conditions stated,Extracted from Phase 5: Legal Enforcement,2025-09-26T13:52:18.303712
Indiana,US-IN,Indiana Access to Public Records Act (APRA),Citation not found,See statute,Appeal Rights,: Review of agency compliance with reasonable time requirement,: Review of agency compliance with reasonable time requirement,No specific conditions stated,Extracted from Phase 5: Legal Enforcement,2025-09-26T13:52:18.303718
Indiana,US-IN,Indiana Access to Public Records Act (APRA),Citation not found,See statute,Appeal Rights,: Court order requiring disclosure,: Court order requiring disclosure,No specific conditions stated,Extracted from Phase 5: Legal Enforcement,2025-09-26T13:52:18.303723
Indiana,US-IN,Indiana Access to Public Records Act (APRA),Citation not found,See statute,Appeal Rights,: Potential recovery for successful enforcement,: Potential recovery for successful enforcement,No specific conditions stated,Extracted from Phase 5: Legal Enforcement,2025-09-26T13:52:18.303730
Indiana,US-IN,Indiana Access to Public Records Act (APRA),Citation not found,See statute,Appeal Rights,: Possible compensation for willful violations,: Possible compensation for willful violations,No specific conditions stated,Extracted from Phase 5: Legal Enforcement,2025-09-26T13:52:18.303735
Indiana,US-IN,Indiana Access to Public Records Act (APRA),Citation not found,See statute,Appeal Rights,: Agencies must cite specific exemption under IC 5-14-3-4(b),: Agencies must cite specific exemption under IC 5-14-3-4(b),: Agencies must cite specific exemption under IC 5-14-3-4(b),Extracted from 2025 Enforcement Focus,2025-09-26T13:52:18.303754
Indiana,US-IN,Indiana Access to Public Records Act (APRA),Citation not found,See statute,Appeal Rights,: Agency bears burden to justify withholding,: Agency bears burden to justify withholding,: Agency bears burden to justify withholding,Extracted from 2025 Enforcement Focus,2025-09-26T13:52:18.303758
Indiana,US-IN,Indiana Access to Public Records Act (APRA),Citation not found,See statute,Appeal Rights,: Courts applying exemptions narrowly,: Courts applying exemptions narrowly,No specific conditions stated,Extracted from 2025 Enforcement Focus,2025-09-26T13:52:18.303763
Indiana,US-IN,Indiana Access to Public Records Act (APRA),Citation not found,See statute,Appeal Rights,: Enhanced judicial review of exemption claims,: Enhanced judicial review of exemption claims,No specific conditions stated,Extracted from 2025 Enforcement Focus,2025-09-26T13:52:18.303768
Indiana,US-IN,Indiana Access to Public Records Act (APRA),Citation not found,See statute,Appeal Rights,"### Active Enforcement Cases
**Recent Litigation**: 2025 cases against agencies for APRA violations
","### Active Enforcement Cases
**Recent Litigation**: 2025 cases against agencies for APRA violations
**Court Precedent**: Enhanced judicial enforcement of compliance requirements
**Legal Accountability**: Increased likelihood of successful legal challenges
**Public Interest**: Strong judicial support for transparency",No specific conditions stated,Extracted from Active Enforcement Cases,2025-09-26T13:52:18.303790
Indiana,US-IN,Indiana Access to Public Records Act (APRA),Citation not found,See statute,Fee Structure,"### Excessive Fees
**Problem**: Unreasonable charges for record production
**Workarounds**:
- Challe","### Excessive Fees
**Problem**: Unreasonable charges for record production
**Workarounds**:
- Challenge fees as exceeding reasonable costs
- Request detailed breakdown of all charges
- Compare to other agencies' fee schedules
- Reference statutory requirement for reasonableness",No specific conditions stated,Extracted from Excessive Fees,2025-09-26T13:52:18.303811
Indiana,US-IN,Indiana Access to Public Records Act (APRA),Citation not found,See statute,General Rights,Internal Appeal,Discuss with custodian or agency head,No specific conditions stated,Extracted from Administrative Remedies,2025-09-26T13:52:18.303838
Indiana,US-IN,Indiana Access to Public Records Act (APRA),Citation not found,See statute,General Rights,Legislative Oversight,Indiana General Assembly oversight,No specific conditions stated,Extracted from Administrative Remedies,2025-09-26T13:52:18.303839
Indiana,US-IN,Indiana Access to Public Records Act (APRA),Citation not found,See statute,General Rights,Political Pressure,"Contact elected officials, media attention",No specific conditions stated,Extracted from Administrative Remedies,2025-09-26T13:52:18.303839
Indiana,US-IN,Indiana Access to Public Records Act (APRA),Citation not found,See statute,General Rights,Attorney General,Limited guidance role,No specific conditions stated,Extracted from Administrative Remedies,2025-09-26T13:52:18.303840
Indiana,US-IN,Indiana Access to Public Records Act (APRA),Citation not found,See statute,General Rights,"### **Enhanced Judicial Remedies (2025)**
**Active Enforcement**: Recent court cases demonstrating j","### **Enhanced Judicial Remedies (2025)**
**Active Enforcement**: Recent court cases demonstrating judicial support
**Legal Precedent**: Successful challenges to agency non-compliance
**Attorney Fees**: Potential recovery for successful APRA enforcement
**Rapid Relief**: Courts providing timely resolution of APRA disputes",No specific conditions stated,Extracted from Enhanced Judicial Remedies (2025),2025-09-26T13:52:18.303862
