jurisdiction_name,jurisdiction_code,law_name,statute_citation,section_reference,category,subcategory,description,conditions,notes,extraction_date
Iowa,US-IA,Iowa Open Records Law,Citation not found,§ 22,Fee Structure,: Physical duplication and materials costs,: Physical duplication and materials costs,No specific conditions stated,Extracted from Allowable Fees (Iowa Code § 22.3),2025-09-26T13:52:18.305550
Iowa,US-IA,Iowa Open Records Law,Citation not found,See statute,Request Process,"### Phase 1: Request Submission
**Requester Actions:**
- Submit request to appropriate custodian
- P","### Phase 1: Request Submission
**Requester Actions:**
- Submit request to appropriate custodian
- Provide reasonable description of records
- No specific form required (written preferred)
- May specify preferred format","### Phase 1: Request Submission
**Requester Actions:**
- Submit request to appropriate custodian
- Provide reasonable description of records
- No specific form required (written preferred)
- May specify preferred format",Extracted from Phase 1: Request Submission,2025-09-26T13:52:18.305577
Iowa,US-IA,Iowa Open Records Law,Citation not found,See statute,Request Process,"**Agency Actions:**
- Accept requests during business hours
- Forward to appropriate custodian
- Beg","**Agency Actions:**
- Accept requests during business hours
- Forward to appropriate custodian
- Begin processing without delay
- Provide contact information for follow-up",No specific conditions stated,Extracted from Phase 1: Request Submission,2025-09-26T13:52:18.305577
Iowa,US-IA,Iowa Open Records Law,Citation not found,§ 22,Request Process,"### Phase 2: Processing
**Agency Actions:**
- Locate responsive records across relevant systems
- Re","### Phase 2: Processing
**Agency Actions:**
- Locate responsive records across relevant systems
- Review records for exemptions under Iowa Code § 22.7
- Redact confidential information as required
- Calculate fees for searching, examination, and copying",No specific conditions stated,Extracted from Phase 2: Processing,2025-09-26T13:52:18.305605
Iowa,US-IA,Iowa Open Records Law,Citation not found,§ 22,Request Process,"**Custodian Responsibilities:**
- Ensure compliance with Chapter 22 requirements
- Make exemption de","**Custodian Responsibilities:**
- Ensure compliance with Chapter 22 requirements
- Make exemption determinations
- Coordinate with legal counsel when needed
- Maintain records of access requests","**Custodian Responsibilities:**
- Ensure compliance with Chapter 22 requirements
- Make exemption determinations
- Coordinate with legal counsel when needed
- Maintain records of access requests",Extracted from Phase 2: Processing,2025-09-26T13:52:18.305606
Iowa,US-IA,Iowa Open Records Law,Citation not found,See statute,Response Timeline,"### Phase 3: Initial Response
**Agency Must Provide:**
- Access to non-exempt records for examinatio","### Phase 3: Initial Response
**Agency Must Provide:**
- Access to non-exempt records for examination
- Copies upon payment of reasonable fees
- Written explanation of any denials with statutory citation
- Information about specific exemptions applied
- Appeal rights and IPIB contact information","### Phase 3: Initial Response
**Agency Must Provide:**
- Access to non-exempt records for examination
- Copies upon payment of reasonable fees
- Written explanation of any denials with statutory citation
- Information about specific exemptions applied
- Appeal rights and IPIB contact information",Extracted from Phase 3: Initial Response,2025-09-26T13:52:18.305620
Iowa,US-IA,Iowa Open Records Law,Citation not found,See statute,Appeal Rights,"### Phase 4: Appeal Process
**Iowa Public Information Board (IPIB):**","### Phase 4: Appeal Process
**Iowa Public Information Board (IPIB):**",No specific conditions stated,Extracted from Phase 4: Appeal Process,2025-09-26T13:52:18.305635
Iowa,US-IA,Iowa Open Records Law,Citation not found,See statute,Appeal Rights,: File complaint with IPIB for denials or delays,: File complaint with IPIB for denials or delays,No specific conditions stated,Extracted from Phase 4: Appeal Process,2025-09-26T13:52:18.305640
Iowa,US-IA,Iowa Open Records Law,Citation not found,See statute,Appeal Rights,: IPIB reviews agency actions and decisions,: IPIB reviews agency actions and decisions,No specific conditions stated,Extracted from Phase 4: Appeal Process,2025-09-26T13:52:18.305644
Iowa,US-IA,Iowa Open Records Law,Citation not found,See statute,Appeal Rights,: IPIB can order disclosure and assess penalties,: IPIB can order disclosure and assess penalties,No specific conditions stated,Extracted from Phase 4: Appeal Process,2025-09-26T13:52:18.305649
Iowa,US-IA,Iowa Open Records Law,Citation not found,See statute,Appeal Rights,: IPIB generally processes complaints within 60-90 days,: IPIB generally processes complaints within 60-90 days,No specific conditions stated,Extracted from Phase 4: Appeal Process,2025-09-26T13:52:18.305659
Iowa,US-IA,Iowa Open Records Law,Citation not found,See statute,Appeal Rights,"**IPIB Enforcement Powers:**
- Issue compliance orders
- Assess civil penalties up to $1,000 per vio","**IPIB Enforcement Powers:**
- Issue compliance orders
- Assess civil penalties up to $1,000 per violation
- Order training for government officials
- Publish advisory opinions for guidance",No specific conditions stated,Extracted from Phase 4: Appeal Process,2025-09-26T13:52:18.305660
Iowa,US-IA,Iowa Open Records Law,Citation not found,See statute,Fee Structure,"### Excessive Fees
**Problem**: Unreasonable charges for records access
**Workarounds**:
- Request d","### Excessive Fees
**Problem**: Unreasonable charges for records access
**Workarounds**:
- Request detailed breakdown of fee calculation
- Challenge fees as excessive or unreasonable
- Compare to other agencies' fee schedules
- File IPIB complaint about prohibitive fees",No specific conditions stated,Extracted from Excessive Fees,2025-09-26T13:52:18.305681
Iowa,US-IA,Iowa Open Records Law,Citation not found,See statute,General Rights,"### Judicial Remedies
**Available Relief:**","### Judicial Remedies
**Available Relief:**",No specific conditions stated,Extracted from Judicial Remedies,2025-09-26T13:52:18.305698
Iowa,US-IA,Iowa Open Records Law,Citation not found,See statute,General Rights,: Court order requiring disclosure,: Court order requiring disclosure,No specific conditions stated,Extracted from Judicial Remedies,2025-09-26T13:52:18.305702
Iowa,US-IA,Iowa Open Records Law,Citation not found,See statute,General Rights,: Recovery for successful plaintiffs,: Recovery for successful plaintiffs,: Recovery for successful plaintiffs,Extracted from Judicial Remedies,2025-09-26T13:52:18.305709
Iowa,US-IA,Iowa Open Records Law,Citation not found,See statute,General Rights,: Clarification of exemption application,: Clarification of exemption application,: Clarification of exemption application,Extracted from Judicial Remedies,2025-09-26T13:52:18.305714
