jurisdiction_name,jurisdiction_code,law_name,statute_citation,section_reference,category,subcategory,description,conditions,notes,extraction_date
Wyoming,US-WY,Wyoming Public Records Act,Citation not found,See statute,Appeal Rights,": Mandamus, injunctive relief, potential attorney fees",": Mandamus, injunctive relief, potential attorney fees",No specific conditions stated,Extracted from Phase 5: Legal Enforcement,2025-09-26T13:52:18.362451
Wyoming,US-WY,Wyoming Public Records Act,Citation not found,See statute,Appeal Rights,: Review of agency compliance with prompt response requirement,: Review of agency compliance with prompt response requirement,No specific conditions stated,Extracted from Phase 5: Legal Enforcement,2025-09-26T13:52:18.362456
Wyoming,US-WY,Wyoming Public Records Act,Citation not found,See statute,Fee Structure,"### Excessive Fees
**Problem**: Unreasonable charges for record production
**Workarounds**:
- Challe","### Excessive Fees
**Problem**: Unreasonable charges for record production
**Workarounds**:
- Challenge fees as exceeding actual costs
- Request detailed breakdown of all charges
- Reference reasonableness standard in statute
- Compare to other agencies' fee schedules",No specific conditions stated,Extracted from Excessive Fees,2025-09-26T13:52:18.362482
Wyoming,US-WY,Wyoming Public Records Act,Citation not found,See statute,General Rights,Internal Appeal,Agency head or designee review,No specific conditions stated,Extracted from Administrative Remedies,2025-09-26T13:52:18.362507
Wyoming,US-WY,Wyoming Public Records Act,Citation not found,See statute,General Rights,Legislative Oversight,Wyoming Legislature oversight of compliance,No specific conditions stated,Extracted from Administrative Remedies,2025-09-26T13:52:18.362508
Wyoming,US-WY,Wyoming Public Records Act,Citation not found,See statute,General Rights,Secretary of State,Limited guidance role,No specific conditions stated,Extracted from Administrative Remedies,2025-09-26T13:52:18.362509
Wyoming,US-WY,Wyoming Public Records Act,Citation not found,See statute,General Rights,Political Pressure,"Contact elected officials, media attention",No specific conditions stated,Extracted from Administrative Remedies,2025-09-26T13:52:18.362509
Wyoming,US-WY,Wyoming Public Records Act,Citation not found,See statute,General Rights,"### Judicial Remedies
**Available Relief:**","### Judicial Remedies
**Available Relief:**",No specific conditions stated,Extracted from Judicial Remedies,2025-09-26T13:52:18.362523
Wyoming,US-WY,Wyoming Public Records Act,Citation not found,See statute,General Rights,: Court order requiring prompt disclosure,: Court order requiring prompt disclosure,No specific conditions stated,Extracted from Judicial Remedies,2025-09-26T13:52:18.362528
Wyoming,US-WY,Wyoming Public Records Act,Citation not found,See statute,General Rights,: Clarification of prompt response requirements,: Clarification of prompt response requirements,: Clarification of prompt response requirements,Extracted from Judicial Remedies,2025-09-26T13:52:18.362535
Wyoming,US-WY,Wyoming Public Records Act,Citation not found,See statute,General Rights,: Potential recovery for successful enforcement,: Potential recovery for successful enforcement,No specific conditions stated,Extracted from Judicial Remedies,2025-09-26T13:52:18.362543
