jurisdiction_name,jurisdiction_code,law_name,statute_citation,section_reference,category,subcategory,description,conditions,notes,extraction_date
Michigan,US-MI,Michigan Freedom of Information Act,Citation not found,See statute,Request Process,"**Public Body Actions:**
- Date-stamp request upon receipt
- Forward to designated FOIA coordinator
","**Public Body Actions:**
- Date-stamp request upon receipt
- Forward to designated FOIA coordinator
- Begin initial assessment of scope and complexity",No specific conditions stated,Extracted from Phase 1: Request Submission,2025-09-26T13:52:18.317790
Michigan,US-MI,Michigan Freedom of Information Act,Citation not found,See statute,Request Process,"### Phase 2: Processing and Review
**FOIA Coordinator Responsibilities:**
- Conduct thorough search ","### Phase 2: Processing and Review
**FOIA Coordinator Responsibilities:**
- Conduct thorough search for responsive records
- Review all records for applicable exemptions
- Calculate fees according to established procedures
- Prepare detailed response within timeline",No specific conditions stated,Extracted from Phase 2: Processing and Review,2025-09-26T13:52:18.317816
Michigan,US-MI,Michigan Freedom of Information Act,Citation not found,See statute,Request Process,**5-Day Initial Response Options:**,**5-Day Initial Response Options:**,No specific conditions stated,Extracted from Phase 2: Processing and Review,2025-09-26T13:52:18.317817
Michigan,US-MI,Michigan Freedom of Information Act,Citation not found,See statute,Request Process,: Provide records immediately or specify availability date,: Provide records immediately or specify availability date,: Provide records immediately or specify availability date,Extracted from Phase 2: Processing and Review,2025-09-26T13:52:18.317822
Michigan,US-MI,Michigan Freedom of Information Act,Citation not found,See statute,Request Process,: Release non-exempt portions with explanations,: Release non-exempt portions with explanations,No specific conditions stated,Extracted from Phase 2: Processing and Review,2025-09-26T13:52:18.317828
Michigan,US-MI,Michigan Freedom of Information Act,Citation not found,See statute,Request Process,: Cite specific exemptions with factual basis,: Cite specific exemptions with factual basis,: Cite specific exemptions with factual basis,Extracted from Phase 2: Processing and Review,2025-09-26T13:52:18.317832
Michigan,US-MI,Michigan Freedom of Information Act,Citation not found,See statute,Request Process,: Notify of additional time needed with justification,: Notify of additional time needed with justification,: Notify of additional time needed with justification,Extracted from Phase 2: Processing and Review,2025-09-26T13:52:18.317837
Michigan,US-MI,Michigan Freedom of Information Act,Citation not found,See statute,Request Process,"### Phase 3: 2025 Legislative/Executive Processing
**New Procedures for Legislature/Governor:**","### Phase 3: 2025 Legislative/Executive Processing
**New Procedures for Legislature/Governor:**",No specific conditions stated,Extracted from Phase 3: 2025 Legislative/Executive Processing,2025-09-26T13:52:18.317854
Michigan,US-MI,Michigan Freedom of Information Act,Citation not found,See statute,Request Process,: Between FOIA coordinators and branch officials,: Between FOIA coordinators and branch officials,No specific conditions stated,Extracted from Phase 3: 2025 Legislative/Executive Processing,2025-09-26T13:52:18.317860
Michigan,US-MI,Michigan Freedom of Information Act,Citation not found,See statute,Request Process,: Enhanced analysis of executive/legislative privilege,: Enhanced analysis of executive/legislative privilege,No specific conditions stated,Extracted from Phase 3: 2025 Legislative/Executive Processing,2025-09-26T13:52:18.317865
Michigan,US-MI,Michigan Freedom of Information Act,Citation not found,See statute,Request Process,: With legal counsel and affected parties,: With legal counsel and affected parties,No specific conditions stated,Extracted from Phase 3: 2025 Legislative/Executive Processing,2025-09-26T13:52:18.317870
Michigan,US-MI,Michigan Freedom of Information Act,Citation not found,See statute,Request Process,: Establishing new exemption applications,: Establishing new exemption applications,No specific conditions stated,Extracted from Phase 3: 2025 Legislative/Executive Processing,2025-09-26T13:52:18.317878
Michigan,US-MI,Michigan Freedom of Information Act,Citation not found,See statute,Fee Structure,"### Attorney Fees (MCL 15.240)
**Entitlement Standards:**
- Requester substantially prevailed
- Acti","### Attorney Fees (MCL 15.240)
**Entitlement Standards:**
- Requester substantially prevailed
- Action was necessary to obtain compliance
- Public body's denial was not substantially justified","### Attorney Fees (MCL 15.240)
**Entitlement Standards:**
- Requester substantially prevailed
- Action was necessary to obtain compliance
- Public body's denial was not substantially justified",Extracted from Attorney Fees (MCL 15.240),2025-09-26T13:52:18.317913
Michigan,US-MI,Michigan Freedom of Information Act,Citation not found,See statute,Fee Structure,"**Fee Calculation:**
- Reasonable hourly rates for qualified counsel
- Hours reasonably expended on ","**Fee Calculation:**
- Reasonable hourly rates for qualified counsel
- Hours reasonably expended on case
- Costs and expenses incurred
- Strong deterrent against improper denials","**Fee Calculation:**
- Reasonable hourly rates for qualified counsel
- Hours reasonably expended on case
- Costs and expenses incurred
- Strong deterrent against improper denials",Extracted from Attorney Fees (MCL 15.240),2025-09-26T13:52:18.317913
