jurisdiction_name,jurisdiction_code,law_name,statute_citation,section_reference,category,subcategory,description,conditions,notes,extraction_date
Oklahoma,US-OK,Oklahoma Open Records Act,Citation not found,See statute,Request Process,"**Agency Actions:**
- Date-stamp request upon receipt
- Assign to appropriate custodian
- Begin prom","**Agency Actions:**
- Date-stamp request upon receipt
- Assign to appropriate custodian
- Begin prompt response timeline
- Acknowledge receipt if agency policy requires","**Agency Actions:**
- Date-stamp request upon receipt
- Assign to appropriate custodian
- Begin prompt response timeline
- Acknowledge receipt if agency policy requires",Extracted from Phase 1: Request Submission,2025-09-26T13:52:18.336840
Oklahoma,US-OK,Oklahoma Open Records Act,Citation not found,§ 24,Request Process,"### Phase 2: Processing
**Agency Actions:**
- Locate responsive records across departments
- Review ","### Phase 2: Processing
**Agency Actions:**
- Locate responsive records across departments
- Review records for applicable exemptions under Title 51 § 24A.17
- Separate public records from exempt records
- Calculate fees for copying if applicable","### Phase 2: Processing
**Agency Actions:**
- Locate responsive records across departments
- Review records for applicable exemptions under Title 51 § 24A.17
- Separate public records from exempt records
- Calculate fees for copying if applicable",Extracted from Phase 2: Processing,2025-09-26T13:52:18.336864
Oklahoma,US-OK,Oklahoma Open Records Act,Citation not found,§ 24,Request Process,"**Timeline Management:**
- Monitor prompt response requirement
- Provide notice if delay necessary f","**Timeline Management:**
- Monitor prompt response requirement
- Provide notice if delay necessary for complex requests
- Communicate with requester about availability and costs","**Timeline Management:**
- Monitor prompt response requirement
- Provide notice if delay necessary for complex requests
- Communicate with requester about availability and costs",Extracted from Phase 2: Processing,2025-09-26T13:52:18.336864
Oklahoma,US-OK,Oklahoma Open Records Act,Citation not found,§ 24,Response Timeline,"### Phase 3: Response
**Agency Must Provide:**
- Access to public records for inspection
- Copies of","### Phase 3: Response
**Agency Must Provide:**
- Access to public records for inspection
- Copies of records upon payment of reasonable copying fees
- Written denial with specific exemption cited under Title 51 § 24A.17
- Notice of delay with estimated completion date if needed","### Phase 3: Response
**Agency Must Provide:**
- Access to public records for inspection
- Copies of records upon payment of reasonable copying fees
- Written denial with specific exemption cited under Title 51 § 24A.17
- Notice of delay with estimated completion date if needed",Extracted from Phase 3: Response,2025-09-26T13:52:18.336881
Oklahoma,US-OK,Oklahoma Open Records Act,Citation not found,See statute,Appeal Rights,"### Phase 5: Judicial Enforcement
**District Court Action:**","### Phase 5: Judicial Enforcement
**District Court Action:**",No specific conditions stated,Extracted from Phase 5: Judicial Enforcement,2025-09-26T13:52:18.336895
Oklahoma,US-OK,Oklahoma Open Records Act,Citation not found,See statute,Appeal Rights,: Oklahoma district court where public body is located,: Oklahoma district court where public body is located,No specific conditions stated,Extracted from Phase 5: Judicial Enforcement,2025-09-26T13:52:18.336901
Oklahoma,US-OK,Oklahoma Open Records Act,Citation not found,See statute,Appeal Rights,: Court may order compliance with Open Records Act,: Court may order compliance with Open Records Act,: Court may order compliance with Open Records Act,Extracted from Phase 5: Judicial Enforcement,2025-09-26T13:52:18.336906
Oklahoma,US-OK,Oklahoma Open Records Act,Citation not found,See statute,Appeal Rights,: Review of agency decision and application of exemptions,: Review of agency decision and application of exemptions,No specific conditions stated,Extracted from Phase 5: Judicial Enforcement,2025-09-26T13:52:18.336911
Oklahoma,US-OK,Oklahoma Open Records Act,Citation not found,See statute,Appeal Rights,": Mandamus, injunctive relief, potential attorney fees",": Mandamus, injunctive relief, potential attorney fees",No specific conditions stated,Extracted from Phase 5: Judicial Enforcement,2025-09-26T13:52:18.336917
Oklahoma,US-OK,Oklahoma Open Records Act,Citation not found,See statute,General Rights,Internal Appeal,Discuss with custodian or agency head,No specific conditions stated,Extracted from Administrative Remedies,2025-09-26T13:52:18.336946
Oklahoma,US-OK,Oklahoma Open Records Act,Citation not found,See statute,General Rights,Legislative Oversight,Oklahoma Legislature oversight of compliance,No specific conditions stated,Extracted from Administrative Remedies,2025-09-26T13:52:18.336947
Oklahoma,US-OK,Oklahoma Open Records Act,Citation not found,See statute,General Rights,Political Pressure,"Contact elected officials, media attention",No specific conditions stated,Extracted from Administrative Remedies,2025-09-26T13:52:18.336948
Oklahoma,US-OK,Oklahoma Open Records Act,Citation not found,See statute,General Rights,Attorney General,Guidance on Open Records Act interpretation,No specific conditions stated,Extracted from Administrative Remedies,2025-09-26T13:52:18.336949
Oklahoma,US-OK,Oklahoma Open Records Act,Citation not found,See statute,General Rights,"### Judicial Remedies
**Available Relief:**","### Judicial Remedies
**Available Relief:**",No specific conditions stated,Extracted from Judicial Remedies,2025-09-26T13:52:18.336961
Oklahoma,US-OK,Oklahoma Open Records Act,Citation not found,See statute,General Rights,: Court order requiring disclosure,: Court order requiring disclosure,No specific conditions stated,Extracted from Judicial Remedies,2025-09-26T13:52:18.336967
Oklahoma,US-OK,Oklahoma Open Records Act,Citation not found,See statute,General Rights,: Clarification of Open Records Act obligations,: Clarification of Open Records Act obligations,: Clarification of Open Records Act obligations,Extracted from Judicial Remedies,2025-09-26T13:52:18.336974
Oklahoma,US-OK,Oklahoma Open Records Act,Citation not found,See statute,General Rights,: Potential recovery for successful enforcement,: Potential recovery for successful enforcement,No specific conditions stated,Extracted from Judicial Remedies,2025-09-26T13:52:18.336982
