jurisdiction_name,jurisdiction_code,law_name,statute_citation,section_reference,category,subcategory,description,conditions,notes,extraction_date
Maryland,US-MD,Maryland Public Information Act (MPIA),Citation not found,See statute,Appeal Rights,"**Board Powers:**
- Review agency decisions on access and fees
- Issue recommendations for complianc","**Board Powers:**
- Review agency decisions on access and fees
- Issue recommendations for compliance
- Mediate disputes between requesters and agencies
- Make findings on proper application of exemptions",No specific conditions stated,Extracted from Phase 4: Appeal Process,2025-09-26T13:52:18.314467
Maryland,US-MD,Maryland Public Information Act (MPIA),Citation not found,See statute,Appeal Rights,"### Phase 5: Judicial Enforcement
**Circuit Court Action:**","### Phase 5: Judicial Enforcement
**Circuit Court Action:**",No specific conditions stated,Extracted from Phase 5: Judicial Enforcement,2025-09-26T13:52:18.314484
Maryland,US-MD,Maryland Public Information Act (MPIA),Citation not found,See statute,Appeal Rights,: Maryland circuit court where public body is located,: Maryland circuit court where public body is located,No specific conditions stated,Extracted from Phase 5: Judicial Enforcement,2025-09-26T13:52:18.314489
Maryland,US-MD,Maryland Public Information Act (MPIA),Citation not found,See statute,Appeal Rights,: Court may order compliance with MPIA,: Court may order compliance with MPIA,: Court may order compliance with MPIA,Extracted from Phase 5: Judicial Enforcement,2025-09-26T13:52:18.314494
Maryland,US-MD,Maryland Public Information Act (MPIA),Citation not found,See statute,Appeal Rights,: De novo review of agency decision and Board recommendation,: De novo review of agency decision and Board recommendation,No specific conditions stated,Extracted from Phase 5: Judicial Enforcement,2025-09-26T13:52:18.314499
Maryland,US-MD,Maryland Public Information Act (MPIA),Citation not found,See statute,Appeal Rights,": Mandamus, declaratory judgment, attorney fees",": Mandamus, declaratory judgment, attorney fees",No specific conditions stated,Extracted from Phase 5: Judicial Enforcement,2025-09-26T13:52:18.314510
Maryland,US-MD,Maryland Public Information Act (MPIA),Citation not found,See statute,Appeal Rights,"**Enforcement Powers:**
- Compel disclosure of improperly withheld records
- Order payment of attorn","**Enforcement Powers:**
- Compel disclosure of improperly withheld records
- Order payment of attorney fees for successful plaintiffs
- Issue injunctive relief for ongoing compliance
- Find public body in contempt for willful non-compliance","**Enforcement Powers:**
- Compel disclosure of improperly withheld records
- Order payment of attorney fees for successful plaintiffs
- Issue injunctive relief for ongoing compliance
- Find public body in contempt for willful non-compliance",Extracted from Phase 5: Judicial Enforcement,2025-09-26T13:52:18.314510
Maryland,US-MD,Maryland Public Information Act (MPIA),Citation not found,See statute,Appeal Rights,: Records may be withheld during ongoing investigation,: Records may be withheld during ongoing investigation,: Records may be withheld during ongoing investigation,Extracted from Law Enforcement Records,2025-09-26T13:52:18.314530
Maryland,US-MD,Maryland Public Information Act (MPIA),Citation not found,See statute,Appeal Rights,: Generally available after case closure,: Generally available after case closure,No specific conditions stated,Extracted from Law Enforcement Records,2025-09-26T13:52:18.314537
Maryland,US-MD,Maryland Public Information Act (MPIA),Citation not found,See statute,Appeal Rights,: Protected personal details of crime victims,: Protected personal details of crime victims,No specific conditions stated,Extracted from Law Enforcement Records,2025-09-26T13:52:18.314541
Maryland,US-MD,Maryland Public Information Act (MPIA),Citation not found,See statute,Appeal Rights,: Informant identities and related information,: Informant identities and related information,No specific conditions stated,Extracted from Law Enforcement Records,2025-09-26T13:52:18.314548
Maryland,US-MD,Maryland Public Information Act (MPIA),Citation not found,See statute,Fee Structure,"### Excessive Fees
**Problem**: Unreasonable charges for record production
**Workarounds**:
- Reques","### Excessive Fees
**Problem**: Unreasonable charges for record production
**Workarounds**:
- Request detailed fee breakdown and justification
- Challenge fees as unreasonable to MPIA Compliance Board
- Request public interest fee waiver
- Negotiate reduced scope to minimize costs","### Excessive Fees
**Problem**: Unreasonable charges for record production
**Workarounds**:
- Request detailed fee breakdown and justification
- Challenge fees as unreasonable to MPIA Compliance Board
- Request public interest fee waiver
- Negotiate reduced scope to minimize costs",Extracted from Excessive Fees,2025-09-26T13:52:18.314566
Maryland,US-MD,Maryland Public Information Act (MPIA),Citation not found,See statute,General Rights,Internal Appeal,Agency head or designee review,No specific conditions stated,Extracted from Administrative Remedies,2025-09-26T13:52:18.314593
Maryland,US-MD,Maryland Public Information Act (MPIA),Citation not found,See statute,General Rights,MPIA Compliance Board,Administrative appeal for all public bodies,No specific conditions stated,Extracted from Administrative Remedies,2025-09-26T13:52:18.314594
Maryland,US-MD,Maryland Public Information Act (MPIA),Citation not found,See statute,General Rights,Legislative Oversight,General Assembly oversight of compliance,No specific conditions stated,Extracted from Administrative Remedies,2025-09-26T13:52:18.314595
Maryland,US-MD,Maryland Public Information Act (MPIA),Citation not found,See statute,General Rights,Political Pressure,"Elected officials, media attention",No specific conditions stated,Extracted from Administrative Remedies,2025-09-26T13:52:18.314595
Maryland,US-MD,Maryland Public Information Act (MPIA),Citation not found,See statute,General Rights,"### Judicial Remedies
**Available Relief:**","### Judicial Remedies
**Available Relief:**",No specific conditions stated,Extracted from Judicial Remedies,2025-09-26T13:52:18.314611
Maryland,US-MD,Maryland Public Information Act (MPIA),Citation not found,See statute,General Rights,: Court order requiring disclosure,: Court order requiring disclosure,No specific conditions stated,Extracted from Judicial Remedies,2025-09-26T13:52:18.314617
Maryland,US-MD,Maryland Public Information Act (MPIA),Citation not found,See statute,General Rights,: Clarification of MPIA obligations,: Clarification of MPIA obligations,: Clarification of MPIA obligations,Extracted from Judicial Remedies,2025-09-26T13:52:18.314623
Maryland,US-MD,Maryland Public Information Act (MPIA),Citation not found,See statute,General Rights,: Successful plaintiffs may recover reasonable fees,: Successful plaintiffs may recover reasonable fees,: Successful plaintiffs may recover reasonable fees,Extracted from Judicial Remedies,2025-09-26T13:52:18.314639
Maryland,US-MD,Maryland Public Information Act (MPIA),Citation not found,See statute,General Rights,"**Strategic Considerations:**
- Exhaust administrative appeal first for stronger court position
- Do","**Strategic Considerations:**
- Exhaust administrative appeal first for stronger court position
- Document pattern of non-compliance or bad faith
- Preserve evidence of public interest in disclosure
- Consider media attention to pressure compliance",No specific conditions stated,Extracted from Judicial Remedies,2025-09-26T13:52:18.314640
