jurisdiction_name,jurisdiction_code,law_name,statute_citation,section_reference,category,subcategory,description,conditions,notes,extraction_date
Illinois,US-IL,Illinois Freedom of Information Act,Citation not found,See statute,Request Process,"### Phase 2: Processing and Determination
**FOIA Officer Responsibilities:**
- Coordinate search for","### Phase 2: Processing and Determination
**FOIA Officer Responsibilities:**
- Coordinate search for responsive records
- Review for applicable exemptions
- Consult with legal counsel if needed
- Calculate fees according to statute","### Phase 2: Processing and Determination
**FOIA Officer Responsibilities:**
- Coordinate search for responsive records
- Review for applicable exemptions
- Consult with legal counsel if needed
- Calculate fees according to statute",Extracted from Phase 2: Processing and Determination,2025-09-26T13:52:18.302578
Illinois,US-IL,Illinois Freedom of Information Act,Citation not found,See statute,Request Process,: Provide all responsive records,: Provide all responsive records,No specific conditions stated,Extracted from Phase 2: Processing and Determination,2025-09-26T13:52:18.302584
Illinois,US-IL,Illinois Freedom of Information Act,Citation not found,See statute,Request Process,: Release non-exempt portions with explanations,: Release non-exempt portions with explanations,No specific conditions stated,Extracted from Phase 2: Processing and Determination,2025-09-26T13:52:18.302589
Illinois,US-IL,Illinois Freedom of Information Act,Citation not found,See statute,Request Process,: Cite specific exemptions with factual basis,: Cite specific exemptions with factual basis,: Cite specific exemptions with factual basis,Extracted from Phase 2: Processing and Determination,2025-09-26T13:52:18.302594
Illinois,US-IL,Illinois Freedom of Information Act,Citation not found,See statute,Request Process,: Notify of additional time needed,: Notify of additional time needed,: Notify of additional time needed,Extracted from Phase 2: Processing and Determination,2025-09-26T13:52:18.302599
Illinois,US-IL,Illinois Freedom of Information Act,Citation not found,See statute,Appeal Rights,"### Phase 3: Production or Appeal
**Record Production:**
- Provide in requested format when reasonab","### Phase 3: Production or Appeal
**Record Production:**
- Provide in requested format when reasonably possible
- Clearly mark redactions with exemption citations
- Include cover letter explaining any limitations
- Collect applicable fees before release","### Phase 3: Production or Appeal
**Record Production:**
- Provide in requested format when reasonably possible
- Clearly mark redactions with exemption citations
- Include cover letter explaining any limitations
- Collect applicable fees before release",Extracted from Phase 3: Production or Appeal,2025-09-26T13:52:18.302619
Illinois,US-IL,Illinois Freedom of Information Act,Citation not found,See statute,Appeal Rights,: Binding determination within 7 business days,: Binding determination within 7 business days,No specific conditions stated,Extracted from Phase 3: Production or Appeal,2025-09-26T13:52:18.302629
Illinois,US-IL,Illinois Freedom of Information Act,Citation not found,See statute,Appeal Rights,: Circuit court appeal available,: Circuit court appeal available,No specific conditions stated,Extracted from Phase 3: Production or Appeal,2025-09-26T13:52:18.302634
Illinois,US-IL,Illinois Freedom of Information Act,Citation not found,See statute,Appeal Rights,"### Phase 4: Enforcement
**Attorney General Enforcement:**
- PAC may initiate enforcement action
- C","### Phase 4: Enforcement
**Attorney General Enforcement:**
- PAC may initiate enforcement action
- Civil penalties up to $5,000 per violation
- Mandamus actions in circuit court","### Phase 4: Enforcement
**Attorney General Enforcement:**
- PAC may initiate enforcement action
- Civil penalties up to $5,000 per violation
- Mandamus actions in circuit court",Extracted from Phase 4: Enforcement,2025-09-26T13:52:18.302654
Illinois,US-IL,Illinois Freedom of Information Act,Citation not found,See statute,Appeal Rights,"**Private Enforcement:**
- Circuit court mandamus petition
- Attorney fees available for prevailing ","**Private Enforcement:**
- Circuit court mandamus petition
- Attorney fees available for prevailing plaintiffs
- Costs and penalties for frivolous denials","**Private Enforcement:**
- Circuit court mandamus petition
- Attorney fees available for prevailing plaintiffs
- Costs and penalties for frivolous denials",Extracted from Phase 4: Enforcement,2025-09-26T13:52:18.302655
